@relation stock

@attribute percent_change_since_open real
@attribute percent_change_from_day_low real
@attribute percent_change_from_day_high real
@attribute action {buy, sell, hold}

@data
-0.002080299563137092,0.002080299563137092,0.002080299563137092,hold
-0.003121001217190475,0.003121001217190475,0.003121001217190475,hold
-0.003121001217190475,0.003121001217190475,0.0,hold
-0.002080602542496307,0.002080602542496307,0.002080602542496307,hold
-0.0020806458324663974,0.0020806458324663974,0.0020806458324663974,hold
-0.002080515967960054,0.002080515967960054,0.002080515967960054,hold
-0.002080515967960054,0.002080515967960054,0.002080515967960054,hold
0.0010403120936280884,-0.0010403120936280884,-0.0010403120936280884,hold
-0.001040593554563523,0.001040593554563523,0.001040593554563523,hold
0.0,0.0,0.0,hold
-0.0010405610705292293,0.0010405610705292293,0.0010405610705292293,hold
0.001040593554563523,-0.001040593554563523,-0.001040593554563523,hold
0.001040593554563523,-0.001040593554563523,-0.001040593554563523,hold
0.001040593554563523,-0.001040593554563523,-0.001040593554563523,hold
-0.00312767155278467,0.00312767155278467,0.00312767155278467,hold
-0.00312767155278467,0.00312767155278467,0.0,hold
-0.0020851578464489763,0.0020851578464489763,0.0020851578464489763,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
-0.0010428833639245787,0.0010428833639245787,0.0010428833639245787,hold
-0.0010428833639245787,0.0010428833639245787,0.0010428833639245787,hold
-0.0020856362233299267,0.0020856362233299267,0.0020856362233299267,hold
-0.0020856362233299267,0.0020856362233299267,0.0010428181116649633,hold
0.0,0.0010430030142787113,0.0,hold
0.0,0.0010430030142787113,0.0,hold
0.0010430682896809254,-0.0010430682896809254,-0.0010430682896809254,hold
0.0010430682896809254,-0.0010430682896809254,-0.0010430682896809254,hold
0.0010430791697089807,0.0,-0.0010430791697089807,hold
0.0010430791697089807,0.0,-0.0010430791697089807,hold
-0.008343588994806115,0.008343588994806115,0.0020858972487015287,hold
-0.008343588994806115,0.008343588994806115,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.025046701662474823,0.0010436125692697843,-0.025046701662474823,hold
0.025046701662474823,0.0010436125692697843,-0.025046701662474823,hold
-0.0031307723615415922,0.0031307723615415922,0.0010435907871805307,hold
-0.0010435907871805307,0.0010435907871805307,0.0010435907871805307,hold
0.0010436125692697843,-0.0010436125692697843,-0.0010436125692697843,hold
-0.0020871815743610613,0.0020871815743610613,0.0020871815743610613,hold
-0.0020871815743610613,0.0020871815743610613,0.0020871815743610613,hold
0.0,0.0,0.0,hold
0.0,0.0010436125692697843,0.0,hold
0.0,0.0010436125692697843,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0010440702032804684,0.0,hold
0.005217191690057076,-0.004173753352045661,-0.008347506704091323,hold
0.005217191690057076,0.0,-0.008347506704091323,hold
-0.0010445827936322232,0.0010445827936322232,-0.011490410729954456,hold
-0.0010445827936322232,0.0010445827936322232,-0.011490410729954456,hold
-0.0010438849221261848,0.0010438849221261848,0.0010438849221261848,hold
-0.04901807411115631,0.04901807411115631,-0.0031288132411376366,hold
-0.04901807411115631,0.04901807411115631,-0.0031288132411376366,hold
0.0,0.0,-0.012511860200815355,hold
-0.03335383204260952,0.03335383204260952,0.0,hold
-0.013546182060686897,0.013546182060686897,0.0010420140046682226,hold
-0.013546182060686897,0.013546182060686897,0.0010420140046682226,hold
-0.024973985431841834,0.024973985431841834,0.0,hold
-0.08527631606314606,0.08527631606314606,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
-0.0031229830734317418,0.0031229830734317418,0.0010409943578105806,hold
-0.0031229830734317418,0.0031229830734317418,0.0010409943578105806,hold
0.018744142455482664,0.019785483703009477,-0.018744142455482664,hold
-0.02603407339525972,0.02603407339525972,0.0010413629358103885,hold
-0.02603407339525972,0.02603407339525972,0.0010413629358103885,hold
-0.026032717919881706,0.026032717919881706,0.0,hold
0.016668750260449224,0.004167187565112306,-0.016668750260449224,hold
0.008333680570023752,0.012500520855035627,-0.008333680570023752,hold
-0.08847162662891878,0.08847162662891878,0.0031225279986677214,hold
-0.08847162662891878,0.08847162662891878,0.0010408426662225738,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.05415707635106283,0.0,-0.05415707635106283,hold
1.9245981387478788,-1.9227157360406044,-2.0414128595600682,buy
1.5302453468697124,-1.4921742808798646,-1.5524534686971234,hold
-0.0010413629358103885,0.0010413629358103885,0.0010413629358103885,hold
-0.0010413629358103885,0.0010413629358103885,0.0010413629358103885,hold
0.0,0.0010413737802909598,0.0,hold
0.0010423833051889841,0.0,-0.0010423833051889841,hold
0.0010423833051889841,0.0,-0.0010423833051889841,hold
-0.04792615205092674,0.04896802492159907,0.04792615205092674,hold
-0.00416935937793158,0.00416935937793158,0.001042339844482895,hold
-0.0020847231487658435,0.0020847231487658435,-0.0010423615743829218,hold
0.0020847883418635923,-0.0010423941709317962,-0.0020847883418635923,hold
0.0020847883418635923,-0.0010423941709317962,-0.0020847883418635923,hold
0.0020847883418635923,-0.0010423941709317962,-0.0020847883418635923,hold
0.0020847883418635923,-0.0010423941709317962,-0.0020847883418635923,hold
0.0,0.0,0.0,hold
-0.0020863106725222454,0.0020863106725222454,0.0020863106725222454,hold
-0.0020863106725222454,0.0020863106725222454,0.0010431553362611227,hold
-0.0010431553362611227,0.0010431553362611227,0.0010431553362611227,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
-0.0010421443161448996,0.0010421443161448996,0.0010421443161448996,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
-0.0031231781460814524,0.0031231781460814524,0.0031231781460814524,hold
-0.0031231781460814524,0.0031231781460814524,0.0031231781460814524,hold
-0.0020835503698301908,0.0020835503698301908,0.0010417751849150954,hold
0.007293110094706243,-0.0010418728706723206,-0.008334982965378565,hold
-0.018744532844586995,0.018744532844586995,0.018744532844586995,hold
-0.018744532844586995,0.018744532844586995,0.018744532844586995,hold
-0.018744532844586995,0.018744532844586995,0.018744532844586995,buy
-0.06765547749154306,0.06765547749154306,0.06765547749154306,sell
-0.0010408426662225738,0.0010408426662225738,0.0010408426662225738,hold
-0.0010408426662225738,0.0010408426662225738,0.0010408426662225738,hold
0.0,0.0031210336863569214,-0.017685857556022554,hold
0.0010402688054593305,0.0,-0.0010402688054593305,hold
0.0010402688054593305,0.0,-0.0010402688054593305,hold
0.0010402688054593305,0.0010402688054593305,-0.0010402688054593305,hold
0.0031208713472801607,-0.0010402904490933867,-0.0031208713472801607,hold
-0.0020805808981867735,0.0020805808981867735,0.0020805808981867735,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.04785435630689207,-0.04785435630689207,-0.04785435630689207,hold
-0.0010399334442595673,0.0010399334442595673,0.0010399334442595673,hold
0.004159777035950873,0.0,-0.004159777035950873,hold
0.004159777035950873,0.0,-0.004159777035950873,hold
0.0,0.0,0.0,hold
-0.0072797612238318585,0.008319727112950696,0.0072797612238318585,hold
-0.0072797612238318585,0.009359693002069533,0.0072797612238318585,hold
-0.05517787055063351,0.05517787055063351,0.05517787055063351,hold
-0.05517787055063351,0.05517787055063351,0.05517787055063351,hold
0.03126791390901037,-0.005211318984835062,-0.03126791390901037,hold
0.03126791390901037,-0.005211318984835062,-0.03126791390901037,hold
0.03126791390901037,0.0,-0.03126791390901037,hold
-0.0010426658881428034,0.0010426658881428034,-0.04066396963756934,hold
-0.039606024284746466,0.039606024284746466,-0.0020845275939340244,hold
-0.039606024284746466,0.039606024284746466,-0.0020845275939340244,hold
-0.0010426658881428034,0.0010426658881428034,-0.04066396963756934,hold
-0.008337154529159197,0.008337154529159197,0.002084288632289799,hold
-0.0062529962273589436,0.0062529962273589436,0.0,hold
-0.008337154529159197,0.008337154529159197,0.002084288632289799,hold
-0.008337154529159197,0.008337154529159197,0.002084288632289799,hold
-0.003129237509126943,0.003129237509126943,0.0,hold
-0.003129237509126943,0.003129237509126943,0.0,hold
-0.0010430791697089807,0.0010430791697089807,0.0010430791697089807,hold
-0.0010436234606553956,0.0010436234606553956,0.0010436234606553956,hold
-0.0010436234606553956,0.0010436234606553956,0.0,hold
-0.0010436234606553956,0.0010436234606553956,0.0,hold
-0.0031333883417064435,0.0031333883417064435,0.0,hold
-0.004177807486631015,0.004177807486631015,0.0010444518716577538,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
-0.0020885983416529166,0.0020885983416529166,0.0010442991708264583,hold
-0.0020885983416529166,0.0020885983416529166,0.0010442991708264583,hold
0.00208853291005733,0.001044266455028665,-0.00208853291005733,hold
0.00208853291005733,0.001044266455028665,-0.00208853291005733,hold
-0.06670766408521904,0.06670766408521904,-0.0218884522779625,hold
-0.033364960535507616,0.033364960535507616,-0.055260715886934486,hold
0.07092864369830293,-0.0010430682896809254,-0.07092864369830293,hold
0.07092864369830293,-0.0010430682896809254,-0.07092864369830293,hold
-0.0010430465303057168,0.0010430465303057168,0.0010430465303057168,hold
-0.020852013261880437,0.020852013261880437,-0.009383405967846196,hold
-0.03127475918435428,0.03127475918435428,0.0010424919728118092,hold
-0.0010424919728118092,0.0010424919728118092,0.0010424919728118092,hold
-0.0031274107124241606,0.0031274107124241606,0.00104247023747472,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.49868301875006504,0.0,-0.49868301875006504,hold
0.49868301875006504,0.0,-0.49868301875006504,hold
0.49868301875006504,0.0,-0.49868301875006504,hold
0.49868301875006504,0.0,-0.49868301875006504,hold
-0.01353095466089346,0.01353095466089346,0.01353095466089346,hold
-0.00312256049960968,0.00312256049960968,0.00312256049960968,hold
-0.008326654662406195,0.008326654662406195,-0.22586050771776803,hold
-0.0031226580064951286,0.0031226580064951286,-0.23107669248063953,hold
-0.001038497087015671,0.001038497087015671,0.0,hold
-0.001038497087015671,0.001038497087015671,0.0,hold
0.0010649060220435547,0.0,-0.0010649060220435547,hold
0.0010649060220435547,0.0,-0.0010649060220435547,hold
0.0,0.0010649060220435547,0.0,hold
-0.0021296986476413587,0.0021296986476413587,0.0010648493238206793,hold
-0.0021296986476413587,0.0021296986476413587,0.0010648493238206793,hold
-0.0021296079391783973,0.0021296079391783973,0.0021296079391783973,hold
-0.0010565017115327726,0.0010565017115327726,0.0010565017115327726,hold
-0.0010565017115327726,0.0010565017115327726,0.0010565017115327726,hold
-0.0010564347440258615,0.0010564347440258615,0.0010564347440258615,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010565128736093649,0.0010565128736093649,0.0010565128736093649,hold
-0.0010570042385869968,0.0010570042385869968,0.0010570042385869968,hold
-0.0010570042385869968,0.0010570042385869968,0.0010570042385869968,hold
-0.0010570042385869968,0.0010570042385869968,0.0010570042385869968,hold
-0.0010570042385869968,0.0010570042385869968,0.0010570042385869968,hold
-0.0010574289672091277,0.0010574289672091277,0.0010574289672091277,hold
-0.0010574289672091277,0.0010574289672091277,0.0010574289672091277,hold
-0.0010574289672091277,0.0010574289672091277,0.0010574289672091277,hold
-0.0010578540372999333,0.0010578540372999333,0.0,hold
-0.0010578540372999333,0.0010578540372999333,0.0010578540372999333,hold
0.005289829773277896,-0.005289829773277896,-0.005289829773277896,hold
0.005289829773277896,-0.005289829773277896,-0.005289829773277896,hold
-0.0010582794492713745,0.0010582794492713745,0.0010582794492713745,hold
-0.0010582794492713745,0.0010582794492713745,0.0010582794492713745,hold
0.0,0.0,0.0,hold
0.0,0.0031738642855631493,0.0,hold
0.0,0.0031738642855631493,0.0,hold
-0.02826929117369909,0.02826929117369909,0.02826929117369909,hold
-0.02826929117369909,0.02826929117369909,0.0010470107842110773,hold
0.0,0.0,0.0,hold
0.0,0.0010467696688020768,0.0,hold
-0.10351209209439466,0.10351209209439466,0.0010455766878221682,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0010462111463335531,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
-0.0010466272437071537,0.0010466272437071537,0.0010466272437071537,hold
-0.0010466272437071537,0.0010466272437071537,0.0010466272437071537,hold
-0.0010466272437071537,0.0010466272437071537,0.0,hold
-0.0010466272437071537,0.0010466272437071537,0.0,hold
-0.001047482376109022,0.001047482376109022,0.001047482376109022,hold
-0.001047482376109022,0.001047482376109022,0.001047482376109022,hold
0.02411128932498873,-0.02411128932498873,-0.02411128932498873,hold
0.02411128932498873,-0.02411128932498873,-0.02411128932498873,hold
0.02411128932498873,-0.02411128932498873,-0.02411128932498873,hold
-0.0010480642253757311,0.0010480642253757311,0.0010480642253757311,hold
-0.0010480642253757311,0.0010480642253757311,0.0010480642253757311,hold
-0.0010477567527922718,0.0010477567527922718,-0.029337189078183612,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
-0.0010479104665297397,0.0010479104665297397,0.0010479104665297397,hold
-0.06283577869238745,0.06283577869238745,0.06178851571418099,hold
-0.06283577869238745,0.06283577869238745,0.06178851571418099,hold
-0.0010479104665297397,0.0010479104665297397,0.0,hold
-0.0010479104665297397,0.0010479104665297397,0.0010479104665297397,hold
-0.0010479104665297397,0.0010479104665297397,0.0010479104665297397,hold
-0.002095777009326208,0.002095777009326208,0.002095777009326208,hold
-0.002095777009326208,0.002095777009326208,0.002095777009326208,hold
-0.002095777009326208,0.002095777009326208,0.002095777009326208,hold
-0.002095777009326208,0.002095777009326208,0.002095777009326208,hold
-0.0010479104665297397,0.0010479104665297397,0.0010479104665297397,hold
-0.0010479104665297397,0.0010479104665297397,0.0010479104665297397,hold
-0.0010479983232026828,0.0010479983232026828,0.0010479983232026828,hold
-0.0010479983232026828,0.0010479983232026828,0.0,hold
0.0,0.0,0.0,hold
0.0,0.0,0.0,hold
-0.0010472520107238606,0.0010472520107238606,0.0010472520107238606,hold
0.06806567814358717,-0.06806567814358717,-0.08377314233056882,hold
0.0010468682934999948,0.0010468682934999948,-0.0010468682934999948,hold
0.0010468682934999948,0.0010468682934999948,-0.0010468682934999948,hold
-0.008373456144023446,0.008373456144023446,0.004186728072011723,hold
-0.008373456144023446,0.008373456144023446,0.004186728072011723,hold
0.0,0.0,0.0,hold
0.0,0.0010468902126234024,0.0,hold
-0.004190236748376284,0.007332914309658496,-0.07332914309658496,hold
0.04085480829666876,-0.037712130735386554,-0.04085480829666876,hold
0.034569453174104335,-0.034569453174104335,-0.034569453174104335,hold
0.034569453174104335,-0.034569453174104335,-0.034569453174104335,hold
-0.048187722606327255,0.06285355122564425,0.048187722606327255,hold
-0.07332914309658496,0.07332914309658496,0.07332914309658496,hold
-0.07332914309658496,0.07332914309658496,0.07332914309658496,hold
-0.11313639220615963,0.11313639220615963,0.11313639220615963,hold
-0.11313639220615963,0.11313639220615963,0.11313639220615963,hold
-0.10894615545778337,0.10894615545778337,0.10894615545778337,hold
-0.10894615545778337,0.10894615545778337,0.10894615545778337,hold
-0.13723025350932327,0.147705845380264,0.13723025350932327,hold
-0.15294364131573432,0.15294364131573432,0.15294364131573432,hold
-0.15189608212864028,0.15294364131573432,0.15189608212864028,hold
-0.15189608212864028,0.15294364131573432,0.15189608212864028,hold
-0.19170333123821495,0.19170333123821495,0.19170333123821495,hold
-0.19170333123821495,0.19275089042530902,0.19170333123821495,hold
-0.19170333123821495,0.19170333123821495,0.19170333123821495,hold
-0.19170333123821495,0.19170333123821495,0.19170333123821495,hold
-0.18856065367693275,0.1906557720511209,0.18856065367693275,hold
-0.18856065367693275,0.19170333123821495,0.18856065367693275,hold
-0.3498847684894197,0.3498847684894197,0.3498847684894197,hold
-0.3498847684894197,0.3498847684894197,0.3498847684894197,hold
-0.42530902996019276,0.42530902996019276,0.42530902996019276,hold
-0.42530902996019276,0.42530902996019276,0.42530902996019276,hold
-0.4860674628116488,0.4860674628116488,0.4860674628116488,hold
-0.4860674628116488,0.4860674628116488,0.48292478525036664,hold
-0.5258747119212236,0.5258747119212236,0.5258747119212236,hold
-0.5258747119212236,0.5258747119212236,0.5248271527341295,hold
-0.5248271527341295,0.5248271527341295,0.5248271527341295,hold
-0.5248271527341295,0.5248271527341295,0.5248271527341295,hold
-0.5133040016760947,0.5133040016760947,0.5133040016760947,hold
-0.5133040016760947,0.5133040016760947,0.5133040016760947,hold
-0.5237795935470354,0.5248271527341295,0.5237795935470354,hold
-0.5237795935470354,0.5248271527341295,0.5237795935470354,hold
